macro_nightlights_mean_shap,macro_economic_employees_shap,macro_literacy_rate_shap,macro_population_shap,macro_economic_establishments_shap,chronic_diabetes_prevalence_shap,chronic_hypertension_prevalence_shap,state_name,district_name
-4.691895,0.40456462,0.48828778,29.57965,-2.7763274,-8.306662,-3.0213742,BIHAR,PURNIA
-3.6438565,1.085105,0.07508188,20.848198,-1.6113846,-4.9695716,-4.601047,BIHAR,KATIHAR
-1.25865,-2.780225,-0.456204,0.16903175,-2.776977,-2.211788,-5.0570254,BIHAR,MADHEPURA
-1.2385391,-3.6911454,-0.37099275,0.5016177,-1.7143396,3.257544,-3.0417664,BIHAR,SAHARSA
-0.43723112,2.9962873,0.27441025,25.425478,4.5653768,-4.847916,-3.5982366,BIHAR,DARBHANGA
0.27707407,0.1455707,-1.464945,47.98701,2.9701614,6.825424,-2.8242574,BIHAR,MUZAFFARPUR
-0.021508345,-4.6305137,0.9538696,16.521782,-4.8664575,7.450305,-1.1670637,BIHAR,GOPALGANJ
-0.3612715,-3.2843127,0.14567171,33.140594,-3.2680173,6.300072,-0.26033348,BIHAR,SIWAN
-1.0367631,1.5825619,0.650189,26.117426,-2.5625834,-4.4682465,-4.251279,BIHAR,SARAN
-0.9190535,1.4013195,0.15689856,30.977825,-3.1775208,-0.7973229,-4.301023,BIHAR,VAISHALI
-1.175229,0.8290799,-1.7328349,36.978054,4.7038245,-1.2791156,1.4050492,BIHAR,SAMASTIPUR
-2.0497868,0.025453407,-0.95451814,19.364204,-3.634066,3.282804,3.6269693,BIHAR,BEGUSARAI
-3.2329266,-4.0420895,-0.56739146,-3.2517664,-0.3892892,-5.791387,-4.630853,BIHAR,KHAGARIA
-0.96742797,0.7206568,-1.2417834,19.890936,-3.267582,-2.861131,-4.2712207,BIHAR,BHAGALPUR
-2.9726956,-3.1619236,1.1468722,5.435828,-3.3165524,-1.0687438,-4.105482,BIHAR,BANKA
-4.4031096,-2.7524161,-0.7369951,-5.7480373,-0.18577257,-3.7579343,-3.4592211,BIHAR,MUNGER
-3.2527716,-3.3411298,-0.63801396,-16.067978,0.415691,-0.9808443,-2.4474394,BIHAR,LAKHISARAI
0.088771045,-6.702179,-0.19672419,-21.628008,-1.7577735,6.254938,2.6964865,BIHAR,SHEIKHPURA
-1.5074707,-0.5530821,-1.1598257,18.992723,-1.8654878,6.177839,-3.3867924,BIHAR,NALANDA
-0.9415412,8.250527,0.049831465,63.38444,1.695207,-10.074644,4.3466935,BIHAR,PATNA
-0.81758404,-0.38523725,-0.4124836,16.046476,-2.4813926,-2.5848625,-4.186024,BIHAR,BHOJPUR
-1.4622473,-3.827215,-0.5625801,-3.9570074,-1.7438185,4.383116,-2.9299226,BIHAR,BUXAR
-0.084154874,-4.647451,-0.8308783,-3.4590874,-1.2513164,9.335826,-2.0401003,BIHAR,KAIMUR BHABUA
-4.435563,-0.6912276,0.57136965,20.205587,-4.114565,6.220815,2.6965845,BIHAR,ROHTAS
-1.5587662,-4.3302584,-0.58939624,16.657074,-5.2275763,4.7496934,2.3368623,BIHAR,AURANGABAD
0.0656316,-0.9652028,-0.8497551,43.361713,-3.117833,11.031305,-4.2268877,BIHAR,GAYA
-3.9470916,-0.34457862,-0.04330904,11.13479,-2.071726,7.3351984,-4.1076655,BIHAR,NAWADA
-2.8752952,-5.037957,-0.996365,0.87725294,-2.2187467,3.6223764,-3.5821614,BIHAR,JAMUI
-1.1508713,-7.100698,0.19852825,-15.554578,-1.8080786,3.4110813,-2.43992,BIHAR,JEHANABAD
0.21475032,-7.4643464,-0.63828146,-21.582516,-2.374439,2.83486,-1.9190469,BIHAR,ARWAL
2.8302586,-11.167921,2.8704896,-35.025124,-2.5562873,-0.81650317,4.0855784,SIKKIM,NORTH DISTRICT
0.31028235,-9.210625,4.6946406,-35.177616,-3.0344949,0.52898014,4.1230135,SIKKIM,WEST DISTRICT
1.660258,-8.766265,-2.4437544,-34.49279,-2.8867812,-2.9571567,0.5648939,SIKKIM,SOUTH DISTRICT
1.9899259,-5.1764145,-3.3357284,-33.699924,-1.903656,-2.802349,4.216485,SIKKIM,EAST DISTRICT
2.803832,-10.120545,-0.18147147,-30.652864,-2.2428253,2.770004,3.9538603,ARUNACHAL PRADESH,TAWANG
2.6492343,-10.663611,-0.34088853,-32.069656,-2.5772974,2.6854007,3.816453,ARUNACHAL PRADESH,WEST KAMENG
3.275914,-10.484483,0.43616527,-31.0283,-2.4159508,2.7130575,4.0345597,ARUNACHAL PRADESH,EAST KAMENG
1.9171904,-7.5201073,3.0222924,-32.58794,-2.3971052,2.1237652,4.3081465,ARUNACHAL PRADESH,PAPUM PARE
3.4630053,-10.398074,0.81659484,-31.372244,-2.4196951,2.6839259,3.9866555,ARUNACHAL PRADESH,UPPER SUBANSIRI
3.3874388,-8.350717,-0.30646563,-31.448286,-2.4944649,2.6514614,3.7743397,ARUNACHAL PRADESH,WEST SIANG
1.8569859,-8.307115,-0.2030986,-32.19571,-2.427369,2.3381734,3.5062852,ARUNACHAL PRADESH,EAST SIANG
3.0462134,-10.1727915,0.14141828,-30.729044,-2.3885214,2.748227,3.9569778,ARUNACHAL PRADESH,UPPER SIANG
1.75771,-9.825111,0.38116482,-31.944323,-2.4504611,2.6998935,3.6061418,ARUNACHAL PRADESH,CHANGLANG
1.6315017,-10.294656,1.5705112,-31.630402,-2.4022014,2.58695,4.0915728,ARUNACHAL PRADESH,TIRAP
1.7709173,-10.706746,0.46557575,-32.66136,-2.4398909,2.4099345,3.8399725,ARUNACHAL PRADESH,LOWER SUBANSIRI
3.0927286,-10.154983,1.3253558,-31.060062,-2.3519766,2.6457891,4.1248198,ARUNACHAL PRADESH,KURUNG KUMEY
3.305302,-10.331149,-0.45320386,-31.489738,-2.479314,2.654696,3.930684,ARUNACHAL PRADESH,DIBANG VALLEY
3.2552624,-10.544385,-0.5165317,-32.09563,-2.4888952,2.6402168,3.8250928,ARUNACHAL PRADESH,LOWER DIBANG VALLEY
1.366917,-8.534705,-0.44174185,-32.253162,-2.5709982,2.5430954,3.620263,ARUNACHAL PRADESH,LOHIT
3.2457314,-10.196286,1.7744501,-30.725285,-2.4205222,2.6565397,4.187718,ARUNACHAL PRADESH,ANJAW
0.8046938,-8.990262,1.9522316,-32.980732,-2.9389431,5.29914,4.2427273,NAGALAND,MON
2.118382,-8.187887,-3.199594,-29.64977,-2.8159714,3.5192473,-1.7660843,NAGALAND,MOKOKCHUNG
2.4063888,-10.785564,-2.6780941,-35.324745,-3.0269341,0.87604785,1.1331812,NAGALAND,ZUNHEBOTO
1.1284416,-8.698435,-1.6341496,-33.627254,-3.223284,-2.3874345,12.524113,NAGALAND,WOKHA
-2.6010492,-4.298851,-0.7337255,-26.593613,-0.98571557,0.9594922,-2.7963536,NAGALAND,DIMAPUR
-0.06441521,-9.224638,2.7999654,-35.739155,-3.2921567,4.1926427,13.58247,NAGALAND,PHEK
0.6137981,-10.21427,-0.75087893,-30.3511,-2.666766,7.4060936,-1.0670152,NAGALAND,TUENSANG
1.0991237,-11.03306,-0.9893944,-31.70718,-2.9123938,0.60509586,-1.7991682,NAGALAND,LONGLENG
0.6740516,-10.598131,-0.8401034,-30.546135,-3.0328844,3.8958147,-3.3336523,NAGALAND,KIPHIRE
2.423794,-8.079883,-1.652198,-32.059628,-1.8246509,5.635817,2.245598,NAGALAND,KOHIMA
0.6967853,-11.205277,0.02797425,-32.63425,-3.5545096,6.5167885,-0.58863777,NAGALAND,PEREN
1.7271156,-7.857354,-0.8048824,-28.008656,-2.7938929,4.0520263,-0.24479079,MANIPUR,SENAPATI
0.90082306,-9.72757,-1.0667553,-31.591928,-2.7385027,0.9522368,-2.102279,MANIPUR,TAMENGLONG
1.2866675,-4.8821096,-1.1107687,-29.780367,-1.3177483,-0.6273004,-1.8898815,MANIPUR,CHURACHANDPUR
-0.34952256,-5.0367255,1.3286242,-31.537088,-2.100248,-0.7975288,2.5732074,MANIPUR,BISHNUPUR
-1.3728762,-3.1310527,1.151583,-31.031254,-3.0017934,2.7116058,4.445437,MANIPUR,THOUBAL
-2.9105518,2.1636026,-3.2889688,-29.380445,-3.6346266,-4.964902,6.5832005,MANIPUR,IMPHAL WEST
-2.3939347,-2.0351157,-2.425219,-30.405193,-2.5128744,-1.8296709,15.005798,MANIPUR,IMPHAL EAST
0.83200735,-8.628131,-2.0048635,-30.859482,-2.9332364,2.7024035,-0.21576221,MANIPUR,UKHRUL
0.9280019,-8.691633,-0.08373083,-31.582594,-2.7229352,0.31436935,-1.4595232,MANIPUR,CHANDEL
2.727561,-10.661917,1.4377292,-31.064812,-2.8139737,0.27018318,-3.3568263,MIZORAM,MAMIT
1.1061233,-10.600436,-0.1239331,-30.54869,-3.0461156,-1.6592814,-2.3044705,MIZORAM,KOLASIB
2.8019228,-4.978589,-4.289912,-30.30649,-1.2944205,-2.35979,4.3471265,MIZORAM,AIZAWL
1.668001,-10.099579,0.28672093,-30.930744,-3.1045516,0.18542252,-3.1723306,MIZORAM,CHAMPHAI
2.34902,-10.800084,-3.6720812,-30.45577,-3.550461,0.12749459,-1.0838633,MIZORAM,SERCHHIP
2.7775393,-8.051483,-0.608712,-28.853622,-2.541122,-2.597049,-3.2706833,MIZORAM,LUNGLEI
2.1059785,-10.741086,0.09720377,-30.398714,-3.0052416,0.4485357,-3.567377,MIZORAM,LAWNGTLAI
1.6425993,-10.767855,-0.6330263,-30.392908,-2.9915192,3.1605966,-3.227182,MIZORAM,SAIHA
-4.362166,3.0420616,-0.2791134,-6.239663,-4.8919363,-9.248669,-1.6819912,TRIPURA,WEST TRIPURA
0.09563635,1.9909363,0.16677627,-20.355267,-3.9377477,-4.6416583,0.22531198,TRIPURA,SOUTH TRIPURA
2.7817094,-4.9075303,0.45764852,-26.97306,-0.0031465306,-2.427022,4.3378725,TRIPURA,DHALAI
2.289455,-3.425053,0.13917556,-20.805553,-1.4091918,-1.7192672,-2.7786283,TRIPURA,NORTH TRIPURA
2.9892325,-3.802837,-1.0478694,-20.564785,0.065587014,-6.4915524,-2.0424519,MEGHALAYA,WEST GARO HILLS
1.5989184,-7.291135,-0.7749859,-28.96925,-2.4183939,0.5326472,-3.2362316,MEGHALAYA,EAST GARO HILLS
1.9651091,-7.6871905,-0.92205405,-27.893875,-2.1155956,-6.176948,-3.3366404,MEGHALAYA,SOUTH GARO HILLS
1.2485232,-7.500557,-0.6339948,-27.229345,-2.386442,8.380041,3.1915147,MEGHALAYA,WEST KHASI HILLS
2.3092427,-5.738147,-0.3937149,-27.984161,-2.0547037,9.757493,-0.48974302,MEGHALAYA,RIBHOI
3.3326168,2.8536408,1.5187408,-21.090206,-1.3314189,6.60461,-0.87817603,MEGHALAYA,EAST KHASI HILLS
1.5427122,-4.1162033,1.03412,-25.711678,-1.3234504,9.410582,-2.7843912,MEGHALAYA,JAINTIA HILLS
2.8519185,0.8045569,-0.5870421,-22.50334,-2.0660493,3.6049693,-3.4023848,ASSAM,KOKRAJHAR
1.4705068,2.7109447,1.6436037,-2.1836302,-4.682538,5.648862,-5.0428443,ASSAM,DHUBRI
-0.24342662,2.6045017,-0.7435701,-17.926859,-3.0446258,3.808598,-3.7292676,ASSAM,GOALPARA
4.1079044,7.1794515,-2.768133,-4.833952,-3.5544636,-3.7022686,-4.990564,ASSAM,BARPETA
2.8936322,1.1243409,-0.6643995,-19.241417,-1.4016645,1.3561379,-3.1747246,ASSAM,MORIGAON
4.3304224,4.9752026,-0.7272148,17.87432,-4.054901,-9.531955,-5.586748,ASSAM,NAGAON
4.51992,3.719632,-0.4308893,-1.4405025,-3.8831685,4.6020594,-1.4420666,ASSAM,SONITPUR
3.3694725,2.8604772,0.3573881,-18.549284,-3.594112,3.9074206,-1.4568332,ASSAM,LAKHIMPUR
2.0039437,-4.7035775,0.19773713,-22.265816,-1.5645419,4.022461,-3.3485298,ASSAM,DHEMAJI
-4.0845227,4.350089,-0.57992935,-11.881732,-2.5377326,-2.204091,-5.093195,ASSAM,TINSUKIA
-3.8779948,3.6717503,1.2376896,-12.234293,1.8465306,-3.8904023,-5.6619663,ASSAM,DIBRUGARH
0.63482636,5.3140345,-1.2636741,-13.463083,-0.58850497,-2.1925676,0.18450499,ASSAM,SIVASAGAR
5.049131,4.926417,0.54298514,-15.396625,-1.9929916,-3.7895036,-1.282553,ASSAM,JORHAT
-2.6829016,3.203932,1.8408526,-17.196705,-3.171797,1.997435,-3.1026583,ASSAM,GOLAGHAT
2.7544541,2.2318244,-0.43186527,-19.560192,-1.2188768,1.3945194,-1.9094542,ASSAM,KARBI ANGLONG
2.0147982,-4.658784,0.3868689,-31.739624,-2.2938378,9.076986,-2.9336438,ASSAM,DIMA HASAO
4.088253,4.4852204,1.7807119,-6.141135,-4.1171746,2.7417033,-4.6623106,ASSAM,CACHAR
1.6886262,4.7674313,-0.23044977,-16.633673,-2.8659065,2.8451564,-5.2374954,ASSAM,KARIMGANJ
2.8860285,-3.7650578,0.41650283,-22.459133,-1.3733019,-2.377509,-0.5908444,ASSAM,HAILAKANDI
-0.35371742,1.6922582,-0.4348458,-21.438932,-1.6962743,1.084645,-2.8830795,ASSAM,BONGAIGAON
2.1660695,-5.302103,0.69582367,-27.667831,-1.3872883,6.8753724,-0.18016009,ASSAM,CHIRANG
2.5044518,3.7149286,0.6826119,-5.997687,-4.195999,-7.1312623,-3.9735389,ASSAM,KAMRUP
-2.5391154,9.181765,2.8454678,-13.379004,0.13464421,-7.3682203,-3.7852368,ASSAM,KAMRUP METROPOLITAN
4.4426503,2.167949,3.1852596,-21.663988,-3.5033765,-5.0508623,-0.1173959,ASSAM,NALBARI
3.3531735,1.1043023,-0.6587533,-20.446865,-1.4806126,0.7596769,-3.1728048,ASSAM,BAKSA
2.8670135,1.1624856,-2.3329377,-22.213875,-1.9678453,1.6474124,3.1602623,ASSAM,DARRANG
2.6292975,-3.5415742,-0.55010056,-20.936829,-1.7932822,-1.966589,-1.9529054,ASSAM,UDALGURI
-0.6758782,3.5042572,-2.1833832,4.053959,-5.7247434,-3.9729278,18.506348,WEST BENGAL,DARJILING
0.37929785,1.8343024,-2.0140524,24.407957,-11.051153,-6.855602,-3.3594136,WEST BENGAL,JALPAIGURI
2.651801,4.186235,1.2531936,19.087337,-1.8317893,-5.8404713,-3.542952,WEST BENGAL,KOCH BIHAR
-3.8154478,2.607457,-1.8197829,17.53862,-4.248839,-6.109165,-5.4283895,WEST BENGAL,UTTAR DINAJPUR
1.3666085,3.3409855,-0.2915848,-4.6219363,-4.901807,-3.7752686,-5.409758,WEST BENGAL,DAKSHIN DINAJPUR
-1.7504772,2.5349746,-3.2521055,23.258049,-8.807735,-10.920921,-4.958975,WEST BENGAL,MALDAH
-8.950202,11.565106,-4.5374904,73.02131,5.2980614,-10.623408,-3.9546778,WEST BENGAL,MURSHIDABAD
-4.3297806,8.282715,1.1979698,30.35812,-1.600758,-10.515921,2.36864,WEST BENGAL,BIRBHUM
0.154673,11.404866,1.7386916,79.55817,9.6587305,-0.44737464,0.7719394,WEST BENGAL,BARDDHAMAN
-5.4238296,4.032459,0.98001,42.840862,-3.6347427,-6.357704,-4.5806336,WEST BENGAL,NADIA
0.3267972,14.556261,4.900859,100.12688,13.998277,-5.911922,-2.0981996,WEST BENGAL,NORTH TWENTY FOUR PARGANAS
1.0080024,10.303297,1.1254852,58.651035,0.36982316,-5.952908,-1.1394277,WEST BENGAL,HUGLI
1.4324242,7.3582654,1.3488939,30.966537,-0.7900317,-5.8188577,-3.12638,WEST BENGAL,BANKURA
3.0617826,3.3243976,-1.0934027,19.713156,-0.77453285,-9.966526,-5.0230637,WEST BENGAL,PURULIYA
-1.5444998,8.430249,1.1602882,48.02521,3.311793,-8.9505825,-0.5576157,WEST BENGAL,HAORA
6.4868517,10.180828,6.803877,48.845623,14.590702,-4.2191696,3.80168,WEST BENGAL,KOLKATA
-4.7600803,13.982145,3.4603229,84.8814,8.660354,-7.913211,-2.397327,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS
-4.8425527,3.3539183,2.2621057,54.543266,-7.9205475,-6.6835904,-4.549514,WEST BENGAL,PASCHIM MEDINIPUR
-0.18631385,4.608343,3.1252759,44.873108,-5.408968,-6.644411,-4.4497237,WEST BENGAL,PURBA MEDINIPUR
3.033542,-7.8479753,-1.7588942,-13.810548,-1.8452935,-8.050583,-4.74012,JHARKHAND,GARHWA
3.581775,-7.357855,-1.7259896,-17.116467,-1.7013942,-8.108621,-4.4691925,JHARKHAND,CHATRA
-3.0875375,-3.7147417,-0.6343912,-18.73598,-0.76355803,-8.542764,-4.4976587,JHARKHAND,KODARMA
-0.072992116,-0.87466097,-1.8157393,8.520529,-3.9475584,-9.927521,-6.6715927,JHARKHAND,GIRIDIH
-1.9992633,-3.9830248,-0.6035828,-6.1058397,-2.141254,-9.630044,-5.365029,JHARKHAND,DEOGHAR
-2.960409,-3.2377505,-0.30967358,-11.982033,-1.5719457,-8.798043,-5.7160926,JHARKHAND,GODDA
-0.23326933,-6.945206,-0.63780475,-13.276184,-1.3922162,-8.586856,-5.2671394,JHARKHAND,SAHIBGANJ
2.043546,-6.6555367,-0.99729824,-19.35341,-0.9174451,-8.055843,-4.4961915,JHARKHAND,PAKUR
-7.5284095,1.6747596,-0.034210324,15.808416,-3.7375543,-12.013699,-5.3857164,JHARKHAND,DHANBAD
-4.2734613,1.0226502,0.7587698,8.76978,-1.8263867,-10.195075,-5.977699,JHARKHAND,BOKARO
0.31248435,-7.2697043,-1.1121836,-24.484314,-1.8586684,-7.8111105,-3.4743276,JHARKHAND,LOHARDAGA
-4.2810297,2.168885,1.5439688,8.0990095,4.0115004,-10.732159,-6.998617,JHARKHAND,PURBI SINGHBHUM
1.7565827,-3.7473652,-2.254464,0.16425039,-0.97863704,-8.868471,-5.743043,JHARKHAND,PALAMU
3.2575707,-7.4936604,-1.5670229,-20.65253,-1.5271412,-8.081714,-4.302335,JHARKHAND,LATEHAR
-3.9723997,-3.4195106,-0.9328929,-4.0613723,-1.7541634,-9.277209,-5.5598636,JHARKHAND,HAZARIBAGH
-3.1382265,-3.1881597,0.21317627,-17.846682,-0.6384945,-8.81423,-4.246761,JHARKHAND,RAMGARH
2.5486293,-3.7050521,-1.2782279,-12.834756,-0.79714066,-7.9484487,-4.303365,JHARKHAND,DUMKA
-2.7706296,-6.1082034,-0.6661533,-18.987764,-1.0486177,-8.646801,-4.4511585,JHARKHAND,JAMTARA
-3.6482985,2.6104755,0.9170851,17.097403,-2.3667588,-11.387784,-6.05623,JHARKHAND,RANCHI
2.9831638,-7.348436,-0.5149195,-24.166077,-2.342721,-7.7067466,-3.5672367,JHARKHAND,KHUNTI
3.2589257,-7.0770464,-0.4889863,-17.528183,-1.4971955,-8.129564,-4.1644,JHARKHAND,GUMLA
2.732651,-7.4025445,-1.0943711,-22.91939,-2.3526604,-7.5532327,-3.6406102,JHARKHAND,SIMDEGA
2.9800045,-3.5055957,-1.6592888,-5.089627,-0.47653338,-8.455977,-4.9382806,JHARKHAND,PASHCHIMI SINGHBHUM
-2.0450473,-2.9796078,-0.64716375,-15.102689,-0.68148315,-8.792951,-4.763377,JHARKHAND,SARAIKELA KHARSAWAN
2.7057507,4.6828203,1.9583875,-5.455767,3.7971082,5.6548953,0.16847345,ODISHA,BARGARH
-2.169771,-2.221797,1.3905811,-25.404947,-2.6674554,3.581967,0.7128456,ODISHA,JHARSUGUDA
0.8212901,4.5733824,1.974775,-19.936152,-2.1336982,2.3258276,-0.41361585,ODISHA,SAMBALPUR
2.3937607,-7.0283375,-0.41451937,-29.107584,-2.757535,4.5953813,0.2401509,ODISHA,DEBAGARH
3.1398468,3.9705088,1.0289475,17.065855,4.6017866,5.9815493,0.770637,ODISHA,SUNDARGARH
1.913211,4.061995,-0.49620745,6.145622,-1.5339211,7.571449,1.1371919,ODISHA,KENDUJHAR
6.638706,10.214457,-0.43184334,20.096395,0.54696214,6.7423267,1.7207478,ODISHA,MAYURBHANJ
1.1968892,2.601399,1.7754651,12.33197,-1.5070648,7.1980867,1.7284353,ODISHA,BALESHWAR
1.2451947,2.4517941,0.5362786,-3.6188505,-1.6107446,5.825432,1.0102128,ODISHA,BHADRAK
2.814243,3.204069,-0.2108621,-4.265835,-2.3090947,5.9583807,0.9382484,ODISHA,KENDRAPARA
-4.089497,2.227638,0.8345883,-13.66264,-1.5369714,4.3598866,0.9930652,ODISHA,JAGATSINGHAPUR
-2.392464,9.45103,1.1015381,19.826368,1.1493894,5.950294,2.6307976,ODISHA,CUTTACK
-2.9823277,10.271784,-1.5917983,0.41902536,1.0043557,6.406359,1.7443806,ODISHA,JAJAPUR
0.7550023,2.1367683,2.0099442,-12.730302,-1.3981209,5.878502,0.5397176,ODISHA,DHENKANAL
-2.4996138,2.5674357,2.5028834,-12.022766,-1.5238073,5.4757266,0.35413617,ODISHA,ANUGUL
4.9046116,3.0237813,1.9033108,-17.64565,-1.7417898,6.1346455,0.44158885,ODISHA,NAYAGARH
-3.3312552,11.109145,1.411161,11.063367,1.7618555,6.2944245,2.503218,ODISHA,KHORDHA
-1.7077848,4.7356777,0.9466,-3.3275125,-1.1054889,6.8361826,1.629621,ODISHA,PURI
3.98586,8.091301,1.7113589,33.47361,-0.37054077,3.8129053,2.032617,ODISHA,GANJAM
2.4965281,-4.132773,0.62496614,-25.952295,-1.5561337,4.598257,0.53824764,ODISHA,GAJAPATI
4.164429,2.873386,-0.12142427,-21.307617,-1.7624257,6.5112524,0.5397695,ODISHA,KANDHAMAL
2.997225,-4.563694,-0.20050913,-28.598965,-2.8124616,4.644868,0.10006378,ODISHA,BAUDH
0.9584404,0.9008016,0.61962956,-24.041098,-1.8718379,1.5083439,-1.4391165,ODISHA,SUBARNAPUR
1.9524393,4.370417,-0.69864315,-3.799749,-2.5313103,7.642324,0.91609496,ODISHA,BALANGIR
2.8897743,-3.8638155,-0.86810637,-24.005352,-1.5658945,5.2021923,0.36985514,ODISHA,NUAPADA
4.9052625,3.3122125,-1.4418716,-3.809746,-1.0316843,5.916663,0.20097756,ODISHA,KALAHANDI
3.5979612,-2.0652022,0.35940918,-16.758907,-2.1841354,6.1843987,0.6172204,ODISHA,RAYAGADA
3.7022963,1.5286599,0.037442103,-13.505786,-1.4387914,6.020738,0.34544066,ODISHA,NABARANGAPUR
4.5647473,3.8880308,-0.1617874,-5.235108,-0.9155832,5.6413107,0.35385466,ODISHA,KORAPUT
2.8677003,-3.9836245,-0.13573174,-23.115456,-1.5813279,5.7896996,0.50776273,ODISHA,MALKANGIRI
2.5679746,-3.4447682,-0.49308088,-20.928642,-0.3539691,-2.6659136,-2.4661121,CHHATTISGARH,KORIYA
4.620128,-0.07090554,-2.1187758,9.730823,-3.8206246,-1.7839899,-4.956274,CHHATTISGARH,SURGUJA
2.508557,-4.5301776,-0.35688338,-20.63178,-0.72513294,-1.2671467,-3.258362,CHHATTISGARH,JASHPUR
-2.7255533,3.3897195,0.7100393,-2.672152,0.58730286,-0.71747786,-2.1585941,CHHATTISGARH,RAIGARH
-2.4700222,10.640172,0.77452266,-13.395982,-0.8329652,-3.3921192,-1.3355372,CHHATTISGARH,KORBA
-2.3421316,-2.959856,0.37422985,-2.85238,-0.53962314,-1.8153547,-4.4169645,CHHATTISGARH,JANJGIR CHAMPA
-4.6990924,2.13416,-0.38608873,17.46053,-3.2800431,-3.154934,-5.318723,CHHATTISGARH,BILASPUR
0.47920305,3.9776022,-0.8879397,-21.271906,-1.526818,-1.134859,-2.3658185,CHHATTISGARH,KABEERDHAM
4.0087748,3.5089006,1.4994882,-2.1489465,-0.33004028,-0.77996415,-2.2753334,CHHATTISGARH,RAJNANDGAON
-5.235919,1.081748,2.0399525,27.868105,-3.3716466,-10.140673,-6.0965953,CHHATTISGARH,DURG
-4.730602,5.126812,-1.5592833,21.938261,-2.8467045,-11.4745245,-5.336128,CHHATTISGARH,RAIPUR
-0.19113103,-4.5116057,0.52131903,-15.899253,-0.63924694,-1.992275,-2.506634,CHHATTISGARH,MAHASAMUND
2.935257,-4.2386136,2.4310498,-20.848227,0.09640589,-2.351964,-0.5873227,CHHATTISGARH,DHAMTARI
3.7325141,4.9066443,-0.039214555,-23.013988,3.6164305,-2.1893592,-2.5231237,CHHATTISGARH,UTTAR BASTAR KANKER
3.4102156,-3.6311116,0.22757839,-5.1978273,-0.22245327,2.0406482,-3.7367947,CHHATTISGARH,BASTAR
1.3713181,-10.169937,0.8886881,-29.45816,-2.5629363,-1.9336735,-3.3432355,CHHATTISGARH,NARAYANPUR
2.2631407,2.0247374,0.47059563,-26.543562,-1.0398968,0.6988275,-3.215381,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA
1.4505937,-10.116614,0.9108789,-29.056276,-2.5468535,-1.2227948,-3.2224846,CHHATTISGARH,BIJAPUR
2.317633,-7.835003,-0.7075782,-21.664946,-0.8878989,-3.7661033,-1.680729,MADHYA PRADESH,SHEOPUR
-2.8025713,0.53971666,-1.0162874,0.5819157,-2.0439882,-3.7915497,-2.0348787,MADHYA PRADESH,MORENA
-3.0047638,-3.5628328,0.28664333,-2.371745,-0.36068386,-3.6474664,-1.952554,MADHYA PRADESH,BHIND
-1.6757181,3.6089435,1.8942624,2.4710693,-3.1163676,-4.720952,-1.8894763,MADHYA PRADESH,GWALIOR
-2.5493343,-3.906947,0.73710406,-19.332123,-0.354901,-3.2945793,-2.1695814,MADHYA PRADESH,DATIA
1.7240262,-3.8605354,-2.5074081,-4.21308,-1.4425062,-4.0776186,-2.0322645,MADHYA PRADESH,SHIVPURI
-2.7565928,-4.6585193,-1.5905815,-5.1322365,-0.989802,-3.8670866,-2.157934,MADHYA PRADESH,TIKAMGARH
2.1210346,2.5025082,-0.26073262,2.8409836,-2.6302657,-3.981537,-1.8588715,MADHYA PRADESH,CHHATARPUR
2.9082778,-4.411771,-0.4548394,-17.645252,-0.7795567,-3.6797318,-2.1258578,MADHYA PRADESH,PANNA
