pc11_state_id,pc11_district_id,state_name,district_name
01,000,UNKNOWN_STATE,
01,001,JAMMU KASHMIR,KUPWARA
01,002,JAMMU KASHMIR,BADGAM
01,003,JAMMU KASHMIR,LEH LADAKH
01,004,JAMMU KASHMIR,KARGIL
01,005,JAMMU KASHMIR,PUNCH
01,006,JAMMU KASHMIR,RAJOURI
01,007,JAMMU KASHMIR,KATHUA
01,008,JAMMU KASHMIR,BARAMULA
01,009,JAMMU KASHMIR,BANDIPORE
01,010,JAMMU KASHMIR,SRINAGAR
01,011,JAMMU KASHMIR,GANDERBAL
01,012,JAMMU KASHMIR,PULWAMA
01,013,JAMMU KASHMIR,SHUPIYAN
01,014,JAMMU KASHMIR,ANANTNAG
01,015,JAMMU KASHMIR,KULGAM
01,016,JAMMU KASHMIR,DODA
01,017,JAMMU KASHMIR,RAMBAN
01,018,JAMMU KASHMIR,KISHTWAR
01,019,JAMMU KASHMIR,UDHAMPUR
01,020,JAMMU KASHMIR,REASI
01,021,JAMMU KASHMIR,JAMMU
01,022,JAMMU KASHMIR,SAMBA
02,023,HIMACHAL PRADESH,CHAMBA
02,024,HIMACHAL PRADESH,KANGRA
02,025,HIMACHAL PRADESH,LAHUL SPITI
02,026,HIMACHAL PRADESH,KULLU
02,027,HIMACHAL PRADESH,MANDI
02,028,HIMACHAL PRADESH,HAMIRPUR
02,029,HIMACHAL PRADESH,UNA
02,030,HIMACHAL PRADESH,BILASPUR
02,031,HIMACHAL PRADESH,SOLAN
02,032,HIMACHAL PRADESH,SIRMAUR
02,033,HIMACHAL PRADESH,SHIMLA
02,034,HIMACHAL PRADESH,KINNAUR
03,035,PUNJAB,GURDASPUR
03,036,PUNJAB,KAPURTHALA
03,037,PUNJAB,JALANDHAR
03,038,PUNJAB,HOSHIARPUR
03,039,PUNJAB,SHAHID BHAGAT SINGH NAGAR
03,040,PUNJAB,FATEHGARH SAHIB
03,041,PUNJAB,LUDHIANA
03,042,PUNJAB,MOGA
03,043,PUNJAB,FIROZPUR
03,044,PUNJAB,MUKTSAR
03,045,PUNJAB,FARIDKOT
03,046,PUNJAB,BATHINDA
03,047,PUNJAB,MANSA
03,048,PUNJAB,PATIALA
03,049,PUNJAB,AMRITSAR
03,050,PUNJAB,TARN TARAN
03,051,PUNJAB,RUPNAGAR
03,052,PUNJAB,SAHIBZADA AJIT SINGH NAGAR
03,053,PUNJAB,SANGRUR
03,054,PUNJAB,BARNALA
04,055,CHANDIGARH,CHANDIGARH
05,056,UTTARAKHAND,UTTARKASHI
05,057,UTTARAKHAND,CHAMOLI
05,058,UTTARAKHAND,RUDRAPRAYAG
05,059,UTTARAKHAND,TEHRI GARHWAL
05,060,UTTARAKHAND,DEHRADUN
05,061,UTTARAKHAND,GARHWAL
05,062,UTTARAKHAND,PITHORAGARH
05,063,UTTARAKHAND,BAGESHWAR
05,064,UTTARAKHAND,ALMORA
05,065,UTTARAKHAND,CHAMPAWAT
05,066,UTTARAKHAND,NAINITAL
05,067,UTTARAKHAND,UDHAM SINGH NAGAR
05,068,UTTARAKHAND,HARDWAR
06,069,HARYANA,PANCHKULA
06,070,HARYANA,AMBALA
06,071,HARYANA,YAMUNANAGAR
06,072,HARYANA,KURUKSHETRA
06,073,HARYANA,KAITHAL
06,074,HARYANA,KARNAL
06,075,HARYANA,PANIPAT
06,076,HARYANA,SONIPAT
06,077,HARYANA,JIND
06,078,HARYANA,FATEHABAD
06,079,HARYANA,SIRSA
06,080,HARYANA,HISAR
06,081,HARYANA,BHIWANI
06,082,HARYANA,ROHTAK
06,083,HARYANA,JHAJJAR
06,084,HARYANA,MAHENDRAGARH
06,085,HARYANA,REWARI
06,086,HARYANA,GURGAON
06,087,HARYANA,MEWAT
06,088,HARYANA,FARIDABAD
06,089,HARYANA,PALWAL
07,090,DELHI,NORTH WEST
07,091,DELHI,NORTH
07,092,DELHI,NORTH EAST
07,093,DELHI,EAST
07,094,DELHI,NEW DELHI
07,095,DELHI,CENTRAL
07,096,DELHI,WEST
07,097,DELHI,SOUTH WEST
07,098,DELHI,SOUTH
08,099,RAJASTHAN,GANGANAGAR
08,100,RAJASTHAN,HANUMANGARH
08,101,RAJASTHAN,BIKANER
08,102,RAJASTHAN,CHURU
08,103,RAJASTHAN,JHUNJHUNUN
08,104,RAJASTHAN,ALWAR
08,105,RAJASTHAN,BHARATPUR
08,106,RAJASTHAN,DHAULPUR
08,107,RAJASTHAN,KARAULI
08,108,RAJASTHAN,SAWAI MADHOPUR
08,109,RAJASTHAN,DAUSA
08,110,RAJASTHAN,JAIPUR
08,111,RAJASTHAN,SIKAR
08,112,RAJASTHAN,NAGAUR
08,113,RAJASTHAN,JODHPUR
08,114,RAJASTHAN,JAISALMER
08,115,RAJASTHAN,BARMER
08,116,RAJASTHAN,JALOR
08,117,RAJASTHAN,SIROHI
08,118,RAJASTHAN,PALI
08,119,RAJASTHAN,AJMER
08,120,RAJASTHAN,TONK
08,121,RAJASTHAN,BUNDI
08,122,RAJASTHAN,BHILWARA
08,123,RAJASTHAN,RAJSAMAND
08,124,RAJASTHAN,DUNGARPUR
08,125,RAJASTHAN,BANSWARA
08,126,RAJASTHAN,CHITTAURGARH
08,127,RAJASTHAN,KOTA
08,128,RAJASTHAN,BARAN
08,129,RAJASTHAN,JHALAWAR
08,130,RAJASTHAN,UDAIPUR
08,131,RAJASTHAN,PRATAPGARH
09,132,UTTAR PRADESH,SAHARANPUR
09,133,UTTAR PRADESH,MUZAFFARNAGAR
09,134,UTTAR PRADESH,BIJNOR
09,135,UTTAR PRADESH,MORADABAD
09,136,UTTAR PRADESH,RAMPUR
09,137,UTTAR PRADESH,JYOTIBA PHULE NAGAR
09,138,UTTAR PRADESH,MEERUT
09,139,UTTAR PRADESH,BAGHPAT
09,140,UTTAR PRADESH,GHAZIABAD
09,141,UTTAR PRADESH,GAUTAM BUDDHA NAGAR
09,142,UTTAR PRADESH,BULANDSHAHR
09,143,UTTAR PRADESH,ALIGARH
09,144,UTTAR PRADESH,MAHAMAYA NAGAR
09,145,UTTAR PRADESH,MATHURA
09,146,UTTAR PRADESH,AGRA
09,147,UTTAR PRADESH,FIROZABAD
09,148,UTTAR PRADESH,MAINPURI
09,149,UTTAR PRADESH,BUDAUN
09,150,UTTAR PRADESH,BAREILLY
09,151,UTTAR PRADESH,PILIBHIT
09,152,UTTAR PRADESH,SHAHJAHANPUR
09,153,UTTAR PRADESH,KHERI
09,154,UTTAR PRADESH,SITAPUR
09,155,UTTAR PRADESH,HARDOI
09,156,UTTAR PRADESH,UNNAO
09,157,UTTAR PRADESH,LUCKNOW
09,158,UTTAR PRADESH,RAE BARELI
09,159,UTTAR PRADESH,FARRUKHABAD
09,160,UTTAR PRADESH,KANNAUJ
09,161,UTTAR PRADESH,ETAWAH
09,162,UTTAR PRADESH,AURAIYA
09,163,UTTAR PRADESH,KANPUR DEHAT
09,164,UTTAR PRADESH,KANPUR NAGAR
09,165,UTTAR PRADESH,JALAUN
09,166,UTTAR PRADESH,JHANSI
09,167,UTTAR PRADESH,LALITPUR
09,168,UTTAR PRADESH,HAMIRPUR
09,169,UTTAR PRADESH,MAHOBA
09,170,UTTAR PRADESH,BANDA
09,171,UTTAR PRADESH,CHITRAKOOT
09,172,UTTAR PRADESH,FATEHPUR
09,173,UTTAR PRADESH,PRATAPGARH
09,174,UTTAR PRADESH,KAUSHAMBI
09,175,UTTAR PRADESH,ALLAHABAD
09,176,UTTAR PRADESH,BARA BANKI
09,177,UTTAR PRADESH,FAIZABAD
09,178,UTTAR PRADESH,AMBEDKAR NAGAR
09,179,UTTAR PRADESH,SULTANPUR
09,180,UTTAR PRADESH,BAHRAICH
09,181,UTTAR PRADESH,SHRAWASTI
09,182,UTTAR PRADESH,BALRAMPUR
09,183,UTTAR PRADESH,GONDA
09,184,UTTAR PRADESH,SIDDHARTHNAGAR
09,185,UTTAR PRADESH,BASTI
09,186,UTTAR PRADESH,SANT KABIR NAGAR
09,187,UTTAR PRADESH,MAHRAJGANJ
09,188,UTTAR PRADESH,GORAKHPUR
09,189,UTTAR PRADESH,KUSHINAGAR
09,190,UTTAR PRADESH,DEORIA
09,191,UTTAR PRADESH,AZAMGARH
09,192,UTTAR PRADESH,MAU
09,193,UTTAR PRADESH,BALLIA
09,194,UTTAR PRADESH,JAUNPUR
09,195,UTTAR PRADESH,GHAZIPUR
09,196,UTTAR PRADESH,CHANDAULI
09,197,UTTAR PRADESH,VARANASI
09,198,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI
09,199,UTTAR PRADESH,MIRZAPUR
09,200,UTTAR PRADESH,SONBHADRA
09,201,UTTAR PRADESH,ETAH
09,202,UTTAR PRADESH,KANSHIRAM NAGAR
10,203,BIHAR,PASHCHIM CHAMPARAN
10,204,BIHAR,PURBA CHAMPARAN
10,205,BIHAR,SHEOHAR
10,206,BIHAR,SITAMARHI
10,207,BIHAR,MADHUBANI
10,208,BIHAR,SUPAUL
10,209,BIHAR,ARARIA
10,210,BIHAR,KISHANGANJ
10,211,BIHAR,PURNIA
10,212,BIHAR,KATIHAR
10,213,BIHAR,MADHEPURA
10,214,BIHAR,SAHARSA
10,215,BIHAR,DARBHANGA
10,216,BIHAR,MUZAFFARPUR
10,217,BIHAR,GOPALGANJ
10,218,BIHAR,SIWAN
10,219,BIHAR,SARAN
10,220,BIHAR,VAISHALI
10,221,BIHAR,SAMASTIPUR
10,222,BIHAR,BEGUSARAI
10,223,BIHAR,KHAGARIA
10,224,BIHAR,BHAGALPUR
10,225,BIHAR,BANKA
10,226,BIHAR,MUNGER
10,227,BIHAR,LAKHISARAI
10,228,BIHAR,SHEIKHPURA
10,229,BIHAR,NALANDA
10,230,BIHAR,PATNA
10,231,BIHAR,BHOJPUR
10,232,BIHAR,BUXAR
10,233,BIHAR,KAIMUR BHABUA
10,234,BIHAR,ROHTAS
10,235,BIHAR,AURANGABAD
10,236,BIHAR,GAYA
10,237,BIHAR,NAWADA
10,238,BIHAR,JAMUI
10,239,BIHAR,JEHANABAD
10,240,BIHAR,ARWAL
11,241,SIKKIM,NORTH DISTRICT
11,242,SIKKIM,WEST DISTRICT
11,243,SIKKIM,SOUTH DISTRICT
11,244,SIKKIM,EAST DISTRICT
12,245,ARUNACHAL PRADESH,TAWANG
12,246,ARUNACHAL PRADESH,WEST KAMENG
12,247,ARUNACHAL PRADESH,EAST KAMENG
12,248,ARUNACHAL PRADESH,PAPUM PARE
12,249,ARUNACHAL PRADESH,UPPER SUBANSIRI
12,250,ARUNACHAL PRADESH,WEST SIANG
12,251,ARUNACHAL PRADESH,EAST SIANG
12,252,ARUNACHAL PRADESH,UPPER SIANG
12,253,ARUNACHAL PRADESH,CHANGLANG
12,254,ARUNACHAL PRADESH,TIRAP
12,255,ARUNACHAL PRADESH,LOWER SUBANSIRI
12,256,ARUNACHAL PRADESH,KURUNG KUMEY
12,257,ARUNACHAL PRADESH,DIBANG VALLEY
12,258,ARUNACHAL PRADESH,LOWER DIBANG VALLEY
12,259,ARUNACHAL PRADESH,LOHIT
12,260,ARUNACHAL PRADESH,ANJAW
13,261,NAGALAND,MON
13,262,NAGALAND,MOKOKCHUNG
13,263,NAGALAND,ZUNHEBOTO
13,264,NAGALAND,WOKHA
13,265,NAGALAND,DIMAPUR
13,266,NAGALAND,PHEK
13,267,NAGALAND,TUENSANG
13,268,NAGALAND,LONGLENG
13,269,NAGALAND,KIPHIRE
13,270,NAGALAND,KOHIMA
13,271,NAGALAND,PEREN
14,272,MANIPUR,SENAPATI
14,273,MANIPUR,TAMENGLONG
14,274,MANIPUR,CHURACHANDPUR
14,275,MANIPUR,BISHNUPUR
14,276,MANIPUR,THOUBAL
14,277,MANIPUR,IMPHAL WEST
14,278,MANIPUR,IMPHAL EAST
14,279,MANIPUR,UKHRUL
14,280,MANIPUR,CHANDEL
15,281,MIZORAM,MAMIT
15,282,MIZORAM,KOLASIB
15,283,MIZORAM,AIZAWL
15,284,MIZORAM,CHAMPHAI
15,285,MIZORAM,SERCHHIP
15,286,MIZORAM,LUNGLEI
15,287,MIZORAM,LAWNGTLAI
15,288,MIZORAM,SAIHA
16,289,TRIPURA,WEST TRIPURA
16,290,TRIPURA,SOUTH TRIPURA
16,291,TRIPURA,DHALAI
16,292,TRIPURA,NORTH TRIPURA
17,293,MEGHALAYA,WEST GARO HILLS
17,294,MEGHALAYA,EAST GARO HILLS
17,295,MEGHALAYA,SOUTH GARO HILLS
17,296,MEGHALAYA,WEST KHASI HILLS
17,297,MEGHALAYA,RIBHOI
17,298,MEGHALAYA,EAST KHASI HILLS
17,299,MEGHALAYA,JAINTIA HILLS
18,300,ASSAM,KOKRAJHAR
18,301,ASSAM,DHUBRI
18,302,ASSAM,GOALPARA
18,303,ASSAM,BARPETA
18,304,ASSAM,MORIGAON
18,305,ASSAM,NAGAON
18,306,ASSAM,SONITPUR
18,307,ASSAM,LAKHIMPUR
18,308,ASSAM,DHEMAJI
18,309,ASSAM,TINSUKIA
18,310,ASSAM,DIBRUGARH
18,311,ASSAM,SIVASAGAR
18,312,ASSAM,JORHAT
18,313,ASSAM,GOLAGHAT
18,314,ASSAM,KARBI ANGLONG
18,315,ASSAM,DIMA HASAO
18,316,ASSAM,CACHAR
18,317,ASSAM,KARIMGANJ
18,318,ASSAM,HAILAKANDI
18,319,ASSAM,BONGAIGAON
18,320,ASSAM,CHIRANG
18,321,ASSAM,KAMRUP
18,322,ASSAM,KAMRUP METROPOLITAN
18,323,ASSAM,NALBARI
18,324,ASSAM,BAKSA
18,325,ASSAM,DARRANG
18,326,ASSAM,UDALGURI
19,327,WEST BENGAL,DARJILING
19,328,WEST BENGAL,JALPAIGURI
19,329,WEST BENGAL,KOCH BIHAR
19,330,WEST BENGAL,UTTAR DINAJPUR
19,331,WEST BENGAL,DAKSHIN DINAJPUR
19,332,WEST BENGAL,MALDAH
19,333,WEST BENGAL,MURSHIDABAD
19,334,WEST BENGAL,BIRBHUM
19,335,WEST BENGAL,BARDDHAMAN
19,336,WEST BENGAL,NADIA
19,337,WEST BENGAL,NORTH TWENTY FOUR PARGANAS
19,338,WEST BENGAL,HUGLI
19,339,WEST BENGAL,BANKURA
19,340,WEST BENGAL,PURULIYA
19,341,WEST BENGAL,HAORA
19,342,WEST BENGAL,KOLKATA
19,343,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS
19,344,WEST BENGAL,PASCHIM MEDINIPUR
19,345,WEST BENGAL,PURBA MEDINIPUR
20,346,JHARKHAND,GARHWA
20,347,JHARKHAND,CHATRA
20,348,JHARKHAND,KODARMA
20,349,JHARKHAND,GIRIDIH
20,350,JHARKHAND,DEOGHAR
20,351,JHARKHAND,GODDA
20,352,JHARKHAND,SAHIBGANJ
20,353,JHARKHAND,PAKUR
20,354,JHARKHAND,DHANBAD
20,355,JHARKHAND,BOKARO
20,356,JHARKHAND,LOHARDAGA
20,357,JHARKHAND,PURBI SINGHBHUM
20,358,JHARKHAND,PALAMU
20,359,JHARKHAND,LATEHAR
20,360,JHARKHAND,HAZARIBAGH
20,361,JHARKHAND,RAMGARH
20,362,JHARKHAND,DUMKA
20,363,JHARKHAND,JAMTARA
20,364,JHARKHAND,RANCHI
20,365,JHARKHAND,KHUNTI
20,366,JHARKHAND,GUMLA
20,367,JHARKHAND,SIMDEGA
20,368,JHARKHAND,PASHCHIMI SINGHBHUM
20,369,JHARKHAND,SARAIKELA KHARSAWAN
21,370,ODISHA,BARGARH
21,371,ODISHA,JHARSUGUDA
21,372,ODISHA,SAMBALPUR
21,373,ODISHA,DEBAGARH
21,374,ODISHA,SUNDARGARH
21,375,ODISHA,KENDUJHAR
21,376,ODISHA,MAYURBHANJ
21,377,ODISHA,BALESHWAR
21,378,ODISHA,BHADRAK
21,379,ODISHA,KENDRAPARA
21,380,ODISHA,JAGATSINGHAPUR
21,381,ODISHA,CUTTACK
21,382,ODISHA,JAJAPUR
21,383,ODISHA,DHENKANAL
21,384,ODISHA,ANUGUL
21,385,ODISHA,NAYAGARH
21,386,ODISHA,KHORDHA
21,387,ODISHA,PURI
21,388,ODISHA,GANJAM
21,389,ODISHA,GAJAPATI
21,390,ODISHA,KANDHAMAL
21,391,ODISHA,BAUDH
21,392,ODISHA,SUBARNAPUR
21,393,ODISHA,BALANGIR
21,394,ODISHA,NUAPADA
21,395,ODISHA,KALAHANDI
21,396,ODISHA,RAYAGADA
21,397,ODISHA,NABARANGAPUR
21,398,ODISHA,KORAPUT
21,399,ODISHA,MALKANGIRI
22,400,CHHATTISGARH,KORIYA
22,401,CHHATTISGARH,SURGUJA
22,402,CHHATTISGARH,JASHPUR
22,403,CHHATTISGARH,RAIGARH
22,404,CHHATTISGARH,KORBA
22,405,CHHATTISGARH,JANJGIR CHAMPA
22,406,CHHATTISGARH,BILASPUR
22,407,CHHATTISGARH,KABEERDHAM
22,408,CHHATTISGARH,RAJNANDGAON
22,409,CHHATTISGARH,DURG
22,410,CHHATTISGARH,RAIPUR
22,411,CHHATTISGARH,MAHASAMUND
22,412,CHHATTISGARH,DHAMTARI
22,413,CHHATTISGARH,UTTAR BASTAR KANKER
22,414,CHHATTISGARH,BASTAR
22,415,CHHATTISGARH,NARAYANPUR
22,416,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA
22,417,CHHATTISGARH,BIJAPUR
23,418,MADHYA PRADESH,SHEOPUR
23,419,MADHYA PRADESH,MORENA
23,420,MADHYA PRADESH,BHIND
23,421,MADHYA PRADESH,GWALIOR
23,422,MADHYA PRADESH,DATIA
23,423,MADHYA PRADESH,SHIVPURI
23,424,MADHYA PRADESH,TIKAMGARH
23,425,MADHYA PRADESH,CHHATARPUR
23,426,MADHYA PRADESH,PANNA
23,427,MADHYA PRADESH,SAGAR
23,428,MADHYA PRADESH,DAMOH
23,429,MADHYA PRADESH,SATNA
23,430,MADHYA PRADESH,REWA
23,431,MADHYA PRADESH,UMARIA
23,432,MADHYA PRADESH,NEEMUCH
23,433,MADHYA PRADESH,MANDSAUR
23,434,MADHYA PRADESH,RATLAM
23,435,MADHYA PRADESH,UJJAIN
23,436,MADHYA PRADESH,SHAJAPUR
23,437,MADHYA PRADESH,DEWAS
23,438,MADHYA PRADESH,DHAR
23,439,MADHYA PRADESH,INDORE
23,440,MADHYA PRADESH,WEST NIMAR
23,441,MADHYA PRADESH,BARWANI
23,442,MADHYA PRADESH,RAJGARH
23,443,MADHYA PRADESH,VIDISHA
23,444,MADHYA PRADESH,BHOPAL
23,445,MADHYA PRADESH,SEHORE
23,446,MADHYA PRADESH,RAISEN
23,447,MADHYA PRADESH,BETUL
23,448,MADHYA PRADESH,HARDA
23,449,MADHYA PRADESH,HOSHANGABAD
23,450,MADHYA PRADESH,KATNI
23,451,MADHYA PRADESH,JABALPUR
23,452,MADHYA PRADESH,NARSIMHAPUR
23,453,MADHYA PRADESH,DINDORI
23,454,MADHYA PRADESH,MANDLA
23,455,MADHYA PRADESH,CHHINDWARA
23,456,MADHYA PRADESH,SEONI
23,457,MADHYA PRADESH,BALAGHAT
23,458,MADHYA PRADESH,GUNA
23,459,MADHYA PRADESH,ASHOKNAGAR
23,460,MADHYA PRADESH,SHAHDOL
23,461,MADHYA PRADESH,ANUPPUR
23,462,MADHYA PRADESH,SIDHI
23,463,MADHYA PRADESH,SINGRAULI
23,464,MADHYA PRADESH,JHABUA
23,465,MADHYA PRADESH,ALIRAJPUR
23,466,MADHYA PRADESH,EAST NIMAR
23,467,MADHYA PRADESH,BURHANPUR
24,468,GUJARAT,KACHCHH
24,469,GUJARAT,BANAS KANTHA
24,470,GUJARAT,PATAN
24,471,GUJARAT,MAHESANA
24,472,GUJARAT,SABAR KANTHA
24,473,GUJARAT,GANDHINAGAR
24,474,GUJARAT,AHMADABAD
24,475,GUJARAT,SURENDRANAGAR
24,476,GUJARAT,RAJKOT
24,477,GUJARAT,JAMNAGAR
24,478,GUJARAT,PORBANDAR
24,479,GUJARAT,JUNAGADH
24,480,GUJARAT,AMRELI
24,481,GUJARAT,BHAVNAGAR
24,482,GUJARAT,ANAND
24,483,GUJARAT,KHEDA
24,484,GUJARAT,PANCH MAHALS
24,485,GUJARAT,DOHAD
24,486,GUJARAT,VADODARA
24,487,GUJARAT,NARMADA
24,488,GUJARAT,BHARUCH
24,489,GUJARAT,THE DANGS
24,490,GUJARAT,NAVSARI
24,491,GUJARAT,VALSAD
24,492,GUJARAT,SURAT
24,493,GUJARAT,TAPI
25,494,DAMAN DIU,DIU
25,495,DAMAN DIU,DAMAN
26,496,DADRA NAGAR HAVELI,DADRA NAGAR HAVELI
27,497,MAHARASHTRA,NANDURBAR
27,498,MAHARASHTRA,DHULE
27,499,MAHARASHTRA,JALGAON
27,500,MAHARASHTRA,BULDANA
27,501,MAHARASHTRA,AKOLA
27,502,MAHARASHTRA,WASHIM
27,503,MAHARASHTRA,AMRAVATI
27,504,MAHARASHTRA,WARDHA
27,505,MAHARASHTRA,NAGPUR
27,506,MAHARASHTRA,BHANDARA
27,507,MAHARASHTRA,GONDIYA
27,508,MAHARASHTRA,GADCHIROLI
27,509,MAHARASHTRA,CHANDRAPUR
27,510,MAHARASHTRA,YAVATMAL
27,511,MAHARASHTRA,NANDED
27,512,MAHARASHTRA,HINGOLI
27,513,MAHARASHTRA,PARBHANI
27,514,MAHARASHTRA,JALNA
27,515,MAHARASHTRA,AURANGABAD
27,516,MAHARASHTRA,NASHIK
27,517,MAHARASHTRA,THANE
27,518,MAHARASHTRA,MUMBAI SUBURBAN
27,519,MAHARASHTRA,MUMBAI
27,520,MAHARASHTRA,RAIGARH
27,521,MAHARASHTRA,PUNE
27,522,MAHARASHTRA,AHMADNAGAR
27,523,MAHARASHTRA,BID
27,524,MAHARASHTRA,LATUR
27,525,MAHARASHTRA,OSMANABAD
27,526,MAHARASHTRA,SOLAPUR
27,527,MAHARASHTRA,SATARA
27,528,MAHARASHTRA,RATNAGIRI
27,529,MAHARASHTRA,SINDHUDURG
27,530,MAHARASHTRA,KOLHAPUR
27,531,MAHARASHTRA,SANGLI
28,532,ANDHRA PRADESH,ADILABAD
28,533,ANDHRA PRADESH,NIZAMABAD
28,534,ANDHRA PRADESH,KARIMNAGAR
28,535,ANDHRA PRADESH,MEDAK
28,536,ANDHRA PRADESH,HYDERABAD
28,537,ANDHRA PRADESH,RANGAREDDY
28,538,ANDHRA PRADESH,MAHBUBNAGAR
28,539,ANDHRA PRADESH,NALGONDA
28,540,ANDHRA PRADESH,WARANGAL
28,541,ANDHRA PRADESH,KHAMMAM
28,542,ANDHRA PRADESH,SRIKAKULAM
28,543,ANDHRA PRADESH,VIZIANAGARAM
28,544,ANDHRA PRADESH,VISAKHAPATNAM
28,545,ANDHRA PRADESH,EAST GODAVARI
28,546,ANDHRA PRADESH,WEST GODAVARI
28,547,ANDHRA PRADESH,KRISHNA
28,548,ANDHRA PRADESH,GUNTUR
28,549,ANDHRA PRADESH,PRAKASAM
28,550,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE
28,551,ANDHRA PRADESH,YSR KADAPA
28,552,ANDHRA PRADESH,KURNOOL
28,553,ANDHRA PRADESH,ANANTAPUR
28,554,ANDHRA PRADESH,CHITTOOR
29,555,KARNATAKA,BELGAUM
29,556,KARNATAKA,BAGALKOT
29,557,KARNATAKA,BIJAPUR
29,558,KARNATAKA,BIDAR
29,559,KARNATAKA,RAICHUR
29,560,KARNATAKA,KOPPAL
29,561,KARNATAKA,GADAG
29,562,KARNATAKA,DHARWAD
29,563,KARNATAKA,UTTARA KANNADA
29,564,KARNATAKA,HAVERI
29,565,KARNATAKA,BELLARY
29,566,KARNATAKA,CHITRADURGA
29,567,KARNATAKA,DAVANAGERE
29,568,KARNATAKA,SHIMOGA
29,569,KARNATAKA,UDUPI
29,570,KARNATAKA,CHIKMAGALUR
29,571,KARNATAKA,TUMKUR
29,572,KARNATAKA,BANGALORE
29,573,KARNATAKA,MANDYA
29,574,KARNATAKA,HASSAN
29,575,KARNATAKA,DAKSHINA KANNADA
29,576,KARNATAKA,KODAGU
29,577,KARNATAKA,MYSORE
29,578,KARNATAKA,CHAMARAJANAGAR
29,579,KARNATAKA,GULBARGA
29,580,KARNATAKA,YADGIR
29,581,KARNATAKA,KOLAR
29,582,KARNATAKA,CHIKKABALLAPURA
29,583,KARNATAKA,BANGALORE RURAL
29,584,KARNATAKA,RAMANAGARA
30,585,GOA,NORTH GOA
30,586,GOA,SOUTH GOA
31,587,LAKSHADWEEP,LAKSHADWEEP
32,588,KERALA,KASARAGOD
32,589,KERALA,KANNUR
32,590,KERALA,WAYANAD
32,591,KERALA,KOZHIKODE
32,592,KERALA,MALAPPURAM
32,593,KERALA,PALAKKAD
32,594,KERALA,THRISSUR
32,595,KERALA,ERNAKULAM
32,596,KERALA,IDUKKI
32,597,KERALA,KOTTAYAM
32,598,KERALA,ALAPPUZHA
32,599,KERALA,PATHANAMTHITTA
32,600,KERALA,KOLLAM
32,601,KERALA,THIRUVANANTHAPURAM
33,602,TAMIL NADU,THIRUVALLUR
33,603,TAMIL NADU,CHENNAI
33,604,TAMIL NADU,KANCHEEPURAM
33,605,TAMIL NADU,VELLORE
33,606,TAMIL NADU,TIRUVANNAMALAI
33,607,TAMIL NADU,VILUPPURAM
33,608,TAMIL NADU,SALEM
33,609,TAMIL NADU,NAMAKKAL
33,610,TAMIL NADU,ERODE
33,611,TAMIL NADU,THE NILGIRIS
33,612,TAMIL NADU,DINDIGUL
33,613,TAMIL NADU,KARUR
33,614,TAMIL NADU,TIRUCHIRAPPALLI
33,615,TAMIL NADU,PERAMBALUR
33,616,TAMIL NADU,ARIYALUR
33,617,TAMIL NADU,CUDDALORE
33,618,TAMIL NADU,NAGAPATTINAM
33,619,TAMIL NADU,THIRUVARUR
33,620,TAMIL NADU,THANJAVUR
33,621,TAMIL NADU,PUDUKKOTTAI
33,622,TAMIL NADU,SIVAGANGA
33,623,TAMIL NADU,MADURAI
33,624,TAMIL NADU,THENI
33,625,TAMIL NADU,VIRUDHUNAGAR
33,626,TAMIL NADU,RAMANATHAPURAM
33,627,TAMIL NADU,THOOTHUKKUDI
33,628,TAMIL NADU,TIRUNELVELI
33,629,TAMIL NADU,KANNIYAKUMARI
33,630,TAMIL NADU,DHARMAPURI
33,631,TAMIL NADU,KRISHNAGIRI
33,632,TAMIL NADU,COIMBATORE
33,633,TAMIL NADU,TIRUPPUR
34,634,PUDUCHERRY,YANAM
34,635,PUDUCHERRY,PUDUCHERRY
34,636,PUDUCHERRY,MAHE
34,637,PUDUCHERRY,KARAIKAL
35,638,ANDAMAN NICOBAR ISLANDS,NICOBARS
35,639,ANDAMAN NICOBAR ISLANDS,NORTH MIDDLE ANDAMAN
35,640,ANDAMAN NICOBAR ISLANDS,SOUTH ANDAMAN
